,text,review,sentiment
120,"Pemilihan Ketua Umum PSSI, Erick Thohir: Bukan Gak Mungkin Saya Kalah https://t.co/Bi25n003Hy #TempoSport",pilih ketua erick thohir kalah temposport,negatif
121,@panditfootball Bisa bisanya federasi pssi di isi sama orang yang engga punya otak,bisa federasi isi orang engga otak,positif
122,@SiaranBolaLive Tolong pssi bayarin sekolah suporter biar semua berpendidikan  🙏,tolong bayarin sekolah suporter biar didik,positif
123,"@AndiePeci PSSI itu menjual fanatisme kedaerahan bukan sepakbolanya itu sendiri, jadi biar mainnya kyk tai, tetep banyak penggemarnya😋",jual fanatisme daerah sepakbolanya biar main kyk tai tetep gemar,negatif
124,@txtdrimedia Kalau yang ngomong PSSI mah sama aja,ngomong mah,netral
125,"@SiaranBolaLive Banyak bener bajer bajer yg ngedukung pssi, heran.. wkwkwk",bener bajer bajer ngedukung heran wkwkwk,negatif
126,"@CukaLinoo @RamaCrab23 @PSSI Disimak baik², ga usah ngegas.
Ini sepak bola pantai. Bukan sepak bola lapangan hijau. Pelatihnya pun beda. Pelatih Timnas sepak bola pantai bernama Ida Nyoman Mahayasa. Yang dimaksud beliau adalah kompetisi bola pantai.",simak ngegas sepak bola pantai sepak bola lapang hijau latih beda latih timnas sepak bola pantai nama ida nyoman mahayasa beliau kompetisi bola pantai,netral
127,Naturalisasi seabreg. Juara kagak 🤣🤣🤣 https://t.co/PDVaa073L8,naturalisasi seabreg juara kagak,positif
128,@PSSI Borok...oknum suporter nyalain flare salah dihukum berat oknum aremania/yuli sumpil dkk salah dihukum ringan. Pssi sehat?,borok oknum suporter nyalain flare salah hukum berat oknum aremania yuli sumpil dkk salah hukum ringan sehat,negatif
129,@paratuka @MafiaWasit padahal PSSI kiblat nya semua federasi di dunia🙌🏻,kiblat federasi dunia,netral
130,Bisa ne @PSSI buat piala dunia u20 https://t.co/CHlmhX3pLw,ne piala dunia u,netral
131,PSSI emang pinter2 ya? 🤣 https://t.co/hVUNtQ2DCk,emang pinter,negatif
132,@panditfootball @PSSI &amp; exco nya yg seperti ini memang JANCOK!!!,amp exco jancok,netral
133,@PSSI Amin keren wong jawa,amin keren jawa,positif
134,"@PSSI Kalau perlu 11 pemain inti timnas diisi para pemain keturunan yg berkompetisi di eropa, moga itu bisa jadi motivasi para pemain lokal untuk bisa meningkatkan kempuannya lebih baik. Sambil @pssi perbaiki pembinaan usia dini dan kompetisi dalam negeri",main inti timnas isi main turun kompetisi eropa moga motivasi main lokal tingkat kempu baik bina usia kompetisi negeri,positif
135,"@panditfootball Sebenernya bisa diatur pak, bikin regulasi yang bagus. Jangan goblok terus dong pssi nya, rakyat jg capek ngadepinnya.",sebenernya atur bikin regulasi bagus goblok rakyat jg capek ngadepinnya,negatif
136,"@panditfootball Kecuali pak hasani. Pola pikir anggota pssi cmn cuan dan diri sendiri. Ga punya visi kedepan harus gmn. Isinya flashback mulu makanya ga maju² malah mundur. Leader itu intropeksi diri untuk masa depan, bukan cari kesalaham di masa lampau 💀",kecuali hasan pola pikir anggota cmn cuan visi depan gmn isi flashback mulu maju mundur leader intropeksi cari kesalaham lampau,netral
137,PSSI sama Komentator/Host bulu tangkis inews sama aja https://t.co/nTmCzk6zNY,komentator host bulu tangkis inews,netral
138,inpo sekolah persuporteran dong @PSSI goblok! https://t.co/pVAV02zmPV,inpo sekolah suporter goblok,negatif
139,"Ya semoga saja ketum pssi berikutnya bisa nerapin regulasi 50+1 kaya di jerman, cuman ya balik lagi, sanggup tidak kalau harus terlibat dalam mengontrolnya hahahaha",moga tum nerapin regulasi kaya jerman cuman sanggup libat kontrol hahahaha,positif
140,"@CNNIndonesia @PSSI manajemen anda malah kayak anak buah dajjal

gas air mata lolos, kliatan TOLOL, GOBLOK 💩👎🖕",manajemen kayak anak buah dajjal gas air mata lolos kliatan tolol goblok,negatif
141,@panditfootball yaa betul. Yang menyerang Aremania juga memang bukan anggota klub dan bukan anggota PSSI,yaa serang aremania anggota klub anggota,netral
142,@Sport77Official @PSSI bisa nggak?? Udah 2023 masak nggak bisa?,nggak udah masak nggak,netral
143,@CNNIndonesia Degradasiin Arema ke kasta ke 3 adalah bentuk pendidikan kepada suporter @PSSI .,degradasiin arema kasta bentuk didik suporter,positif
144,@manutd_world knp emyu klo urusan transfer tuh lama bngt kek naturalisasi pssi,world knp emyu klo urus transfer tuh bngt kek naturalisasi,netral
145,@AndiePeci Sampean lagek kroso kah...liga Indonesia gak bersih bersih amat bos...banyak yg bermain di kantor pssi,sampean lagek kroso kah liga indonesia bersih bersih bos main kantor,netral
146,"Rafi ahmad kebanyakan gaya pake dukung slh satu calon ketum pssi. Kalo emang cinta sepakbola, protes dong liga 1 tanpa degradasi. Jgn malah senang rans yg di papan bawah aman gak bakal turun kasta. Dr sini malah jadi keliatan kesan “gerombolan” nya.",rafi ahmad banyak gaya pake dukung slh calon tum kalo emang cinta sepakbola protes liga degradasi jgn senang rans papan aman turun kasta dr liat kesan gerombol,negatif
147,"@dion2041793492 @PSSI Rasis bgt jamet ini, padahal pemain keturunan bukan naturalisasi, jepang juga banya skrg pemain keturunan bahkan vietnam dan thailand jg banyak pemain keturunan klo lo tolol minimal jagan rasis anti keturunan",ras bgt jamet main turun naturalisasi jepang banya skrg main turun vietnam thailand jg main turun klo lo tolol minimal jagan ras anti turun,negatif
148,"@CNNIndonesia Bentar-bentar coba di cerna dulu ya bpk"" dewan pssi yang budiman
1. Pemindahan jam pertandingan? DI PINDAH KARENA MAU CARI ENGAGEMENT?
2. Aturan gas air mata? Kan fifa udah ada aturannya!
3. Penanganan kericuhan? Bukannya udah ada SOP?
Owaja  kalo supporter yg kurang pendidikan",bentar bentar coba cerna bpk dewan budiman pindah jam tanding pindah cari engagement atur gas air mata fifa udah atur tangan ricuh udah sop owaja kalo supporter didik,positif
149,@MafiaWasit Orang2 lama di @PSSI belum pernah ngerasain jarum prentul masuk dalam perutnya. Ditunggu hasil KLB nanti,orang ngerasain jarum prentul masuk perut tunggu hasil klb,netral
150,"@ruangtaktik HAHAHA 
dikasih tau juga percuma, beralasan opini dari amatir blablabla
Sudah bebal &amp; tak mau menerima aturan yg sudah ada

Tapi kayaknya itu orang cocok kalo masuk jadi EXCO PSSI",hahaha kasih tau alas opini amatir blablabla bebal amp terima atur kayak orang cocok kalo masuk exco,netral
151,"Dinilai punya manajerial bagus dan bernyali, Kak @erickthohir satu-satunya calon ketua umum PSSI periode 2023-2027 yang terbaik. 

Sepak bola Indonesia membutuhkan sosok yang tepat untuk bisa mengubah manajemen ke arah yang lebih baik.
#ButuhNyaliBukanNyala https://t.co/1yGtHXEzJa",nilai manajerial bagus nyali kak satu calon ketua periode baik sepak bola indonesia butuh sosok ubah manajemen arah butuhnyalibukannyala,positif
152,TIDAK MUNGKIN @PSSI https://t.co/PzodwAQY6Q,,netral
153,@SiaranBolaLive PSSI baru nyadar kah lol,nyadar kah lol,netral
154,"Presiden Jokowi  memberikan restunya untuk kak Erick Thohir maju sebagai ketua umum PSSI, Erick Thohir diyakini bisa merombak sistem dan bisa menghadapi para mafia sepakbola

@erickthohir 
#ButuhNyaliBukanNyala https://t.co/z62gpHz4vQ",presiden jokowi restu kak erick thohir maju ketua erick thohir yakin rombak sistem hadap mafia sepakbola butuhnyalibukannyala,positif
155,"@CIBODASCREW @BBTHPERSIB @BSA_1933 lah,emang pssi merean duit ka persib?",emang mere duit ka persib,negatif
156,"Hayo loh!

Kalau Pak Edy Rahmayadi Ginting SUDah ikut berkomentar, berarti sepakbola Indonesia sedang tidak baik-baik saja!!

Sebab jika wartawannya baik maka, PSSi akan baik!! https://t.co/MVGLQEhgk9",hayo loh edy rahmayadi ginting komentar sepakbola indonesia wartawannya,netral
157,@PSSI Hidup naturalisasi,hidup naturalisasi,positif
158,"514. Sekedar pesan untuk para voters PSSI :
https://t.co/nYzU7nqqUS",dar pesan voters,netral
159,"@PSSI Markus, Hamka, Ismed, M ridwan, Hansamu, Firman, Ponaryo, evan dimas, Boaz, Egi, witan",markus hamka ismed m ridwan hansamu firman ponaryo evan mas boaz egi witan,netral
160,"@ldkbruv Naturalisasi gada batasnya menurut FIFA, tapi gatau di PSSI dan DPR gimana",naturalisasi gada batas fifa gatau dpr gimana,netral
161,"Pengen deh jadi bagian PSSI di era ET, gue yakin bakalan beda banget sistem manajemennya. Adakah pak @erickthohir ?",ken deh era et gue beda banget sistem manajemen ada,netral
162,@htrcsm @WidyaWurianto @SiaranBolaLive Kalo pssi kurang apa?,kalo,netral
163,"@CNNIndonesia betul, tapi masalahnya polisi sama pssi juga kurang pendidikan",polisi didik,positif
164,"Inilah klasemen sementara Liga 1 Indonesia 2022/23 📈

Di posisi berapa klub yang kalian dukung?

#Liga1 #Indonesia #PSSI #LIB https://t.co/3Qtn2O19wy",klasemen liga indonesia posisi klub dukung liga indonesia lib,netral
165,"Kak @erickthohir bertekad jika terpilih nanti, revolusi besar-besaran akan dilakukan jika memang diperlukan untuk perbaikan PSSI.
""Langkah awal ya bongkar. Kalau sesuatu kurang bagus ya bongkar, kita tata ulang. Yang sudah bagus dipertahankan,"" ujar Erick
#ButuhNyaliBukanNyala https://t.co/Y2PRn11euJ",kak tekad pilih revolusi besar baik langkah bongkar bagus bongkar tata ulang bagus tahan erick butuhnyalibukannyala,positif
166,@PSSI Siip. Isi naturalisasi saja. Liga dan ngurusin bibit2 pemain mah setelahnya,siip isi naturalisasi liga ngurusin bibit main mah telah,netral
167,"Nyalon Ketum PSSI, Ini Cara Erick Thohir Benahi Sepak Bola Indonesia https://t.co/lAOUyeQm36",nyalon tum erick thohir benah sepak bola indonesia,positif
168,@MataNajwa Ngapain sih ngurusi PSSI masih banyak urusan di DKI.,ngapain sih ngurusi urus dki,netral
169,@Hypatia212 @SiaranBolaLive Kenapa jd salah PSSI? Siapa yg keluarkan tiket melebihi kapasitas? Siapa yg represif menghadapi massa? Siapa yg ga terima hasil pertandingan?,jd salah keluar tiket lebih kapasitas represif hadap massa terima hasil tanding,negatif
170,"Pak Yunus Sanusi Sekjen PSSI sebut Erick Thohir adalah figur yang andal dan passionnya memang sepak bola.

Sepak bola di tangan @erickthohir pasti akan semakin baik.

#ButuhNyaliBukanNyala https://t.co/UsR577xqPu",yunus sanusi sekjen erick thohir figur andal passionnya sepak bola sepak bola tangan butuhnyalibukannyala,positif
171,Sya dukung Pak Erick Thohir jd Ketum PSSI selanjutnya https://t.co/ysRPZwnQEk,sya dukung erick thohir jd tum,netral
172,"@PSSI Saran buat PSSI, fokus beresin liga. Liga itu sangat mendasar dalam perkembangan sepakbola indonesia. Sayang aja banyak org yg berduit kaya raffi ahmad, sangat di sayangkan liganya  buruk sekali.",saran fokus resin liga liga dasar kembang sepakbola indonesia sayang org duit kaya raffi ahmad sayang liga buruk,positif
173,@panditfootball PSSI TOLOL GOBLOK,tolol goblok,negatif
174,"Baru baca tulisan mas @bepe20 dan kusetuju dengan yang dituliskan. 

https://t.co/yMsZdO5Ew7",baca tulis mas tuju tulis,netral
175,"@mazzini_gsp LNM ini bisa2nya jd ketua DPD RI. Emg gaada syarat SKCK gitu ya utk ngajuin jd calon ketuanya? Syarat jd caketum PSSI sih ada menyertakan SKCK, cmn gatau ya bisa lolos2 aja 😂",gsp lnm bisa jd ketua dpd ri emg gaada syarat skck gitu utk ngajuin jd calon ketua syarat jd caketum sih serta skck cmn gatau lolos,positif
176,"Bapak Jokowi pun memberikan restunya untuk kak Erick Thohir maju sebagai ketua umum PSSI, Erick Thohir diyakini bisa merombak sistem dan bisa menghadapi para mafia sepakbola

@erickthohir 
#BangkitBersamaET https://t.co/DRBJfcd89X",jokowi restu kak erick thohir maju ketua erick thohir yakin rombak sistem hadap mafia sepakbola bangkitbersamaet,positif
177,"@RaniaHumairah4 @WagimanDeep212_ @erickthohir ET 2022 ~ 2024 Ketum PSSI 
GP + ET ====&gt; Pilpres 2024
KP =====&gt; 2024 PSSI

#ngarep",et tum gp et gt pilpres kp gt ngarep,netral
178,@KucingNanase FIGC itu PSSI versi bule,figc versi bule,netral
179,@AndiePeci Bener. Saya juga semenjak pssi dan lib mencapai puncak komedinya yakni ketika menghentikan liga 2 dan 3 saya mulai stop nonton liga Indonesia. Dah malas liat kegoblokan mereka,bener semenjak lib capai puncak komedi henti liga stop nonton liga indonesia dah malas liat goblok,negatif
180,"@PSSI S7👍, +2atau3 lagi",s,netral
181,"Selalu ciptakan Harmoni, Erick Thohir diyakini jadikan PSSI pasti berprestasi dan dengan pengalamannya di dunia sepakbola akan bisa menaikkan level timnas

@erickthohir 
#BangkitBersamaET https://t.co/TSESFXHxXU",cipta harmoni erick thohir yakin jadi prestasi alam dunia sepakbola naik level timnas bangkitbersamaet,positif
182,@SiaranBolaLive LAH KOK KURANG? EMANG PSSI PERNAH MENGEDUKASI SUPPORTER? MAAF CAPSLOCK JEBOL 🙏,emang edukasi supporter maaf capslock jebol,netral
183,@CNNIndonesia PSSI kurang tanggung jawab dan rasa malu.,tanggung malu,negatif
184,"Gak usah sungkan buat ngakuin kalo PBSI itu bener2 decline dari tahun ke tahun. Alasan macam 'negara lain juga berkembang' malah kek negasin kalo mereka bener2 otw jadi PSSI ke-2 sih hehe.

https://t.co/1CbDXUyAqC",sungkan ngakuin kalo pbsi bener decline alas negara kembang kek negasin kalo bener otw sih hehe,netral
185,"giliran pelanggarannya ke perangkat pertandingan cepet bener keknya tapi kalo yg bikin salah perangkat pertandingannya malah harus nunggu gerhana dulu baru ditindak, emang kalo urusan duit mah cepet lu pada @pt_lib @PSSI https://t.co/csgvEjLOvJ",gilir langgar perangkat tanding cepet bener kek kalo bikin salah perangkat tanding nunggu gerhana tindak emang kalo urus duit mah cepet lu lib,negatif
186,"Naturalisasi teroooos, mentok semifinal. https://t.co/o9eUz7de5l",naturalisasi teroooos mentok semifinal,negatif
187,@idextratime Tinggal daftar waketum PSSI aja dly,tinggal daftar waketum dly,netral
188,"Persebaya dan Persis sudah bulat mendukung Erick Thohir sebagai ketua umum PSSI, dua Club itu yakin Erick Thohir bisa membawa perubahan untuk sepakbola Indonesia yang sudah lama carut-marut

@erickthohir 
#BangkitBersamaET https://t.co/UsnPXJt3ac",baya persis bulat dukung erick thohir ketua club erick thohir bawa ubah sepakbola indonesia carut marut bangkitbersamaet,negatif
189,"Persib keur ngeunaheun &gt;niat dek one man one flare&gt; terus dihukum&gt; Mental tim jadi teu puguh&gt;maen butut&gt; terus ngeluh persibku digembosi pssi. 
Kitu weh terus 😂",persib keur ngeunaheun gt niat dek one man one flare gt hukum gt mental tim teu puguh gt maen butut gt ngeluh persibku gembos kitu weh,negatif
190,"@wildthoughts1x @SiaranBolaLive lek iku ancen guoblok get wkwk, cuma yo mosok lek suporter klub2 bersejarah bersatu gaisok ngalahi bobroke pssi ngunu lo, opo yo kudu onok tragedi baru saling simpati, soale lek aku dadi pemain ngenes soale, auto pindah haluan dadi wasit wkwk",lek iku ancen guoblok get wkwk yo mosok lek suporter klub sejarah satu gaisok ngalahi bobroke ngunu lo opo yo kudu onok tragedi simpati soale lek dadi main ngenes soale auto pindah haluan dadi wasit wkwk,negatif
191,"@BSA_1933 Ya PSSI harusnya menghukum berat adanya 2 orang meninggal karena gak ada sepakbola seharga nyawa , ya kenapa Persib gak dihukum atas adanya 2 nyawa melayang , saya setuju Persib harusnya degradasi aja sama kayak Arema harusnya degradasi udah ngilangin nyawa sekian orang.",hukum berat orang tinggal sepakbola harga nyawa persib hukum nyawa layang tuju persib degradasi kayak arema degradasi udah ngilangin nyawa sekian orang,negatif
192,@CNNIndonesia Mending krg pendidikan daripada PSSI kurang akhlak,mending krg didik akhlak,positif
193,"@putramansi @yusufkahfik @fareladhiyaksa_ Ngakuna mh pada benci pssi, tapi resep nyieun pssi meunangan cuan. Aneh.
Pami tos dilarang mah nya nurut w padahal mah, da nonton bola tanpa flare ge moal matak arateul awak",ngakuna mh benci resep nyieun meunangan cuan aneh pami tos larang mah nurut w mah da nonton bola flare ge moal matak arateul awak,negatif
194,"Mendapat Restu Dari Presiden @jokowi, Menteri BUMN @erickthohir siap bersih bersih
PSSI, karena saat ini PSSI hanya
#ButuhNyaliBukanNyala 

Part.1 https://t.co/rolBfxQHYC",restu presiden menteri bumn bersih bersih butuhnyalibukannyala part,netral
195,@mazzini_gsp Emang kalo daftar jadi ketum PSSI gak pake SKCK ya?,gsp emang kalo daftar tum pake skck,negatif
196,@SiaranBolaLive Pssi nya berpendidikan tapi pada gabisa kerja ga keliatan hasilnya,didik gabisa kerja liat hasil,positif
197,@PSSI terus masuk  liga indonesia terus main terus main longpasss directballlll bosennnn prosssseeeeeessssss kaya thailanddd lah bosssss,masuk liga indonesia main main longpasss directballlll bosennnn prosssseeeeeessssss kaya thailanddd bosssss,netral
198,"@KompasTV ET : ""Visi saya nyapres 😂😂😂 dan di PSSI hanya sementara"" #Uasuuu #DagelanCountry",et visi nyapres uasuuu dagelancountry,netral
199,samii tos teu resep lier ku pssi https://t.co/aQjj4PBH7H,sami tos teu resep lier ku,netral
200,@SiaranBolaLive Berarti PSSI nyalahin pemerintah dong? Kan tugas negara untuk pemerataan pendidikan. Hehe.,nyalahin perintah tugas negara perata didik hehe,positif
201,"Visi @erickthohir Mempersatukan Pesepakbolaan Indonesia Untuk Lebih Maju Dan Besar

Calon Ketua Umum PSSI Erick Thohir berbicara soal visinya untuk persepakbolaan Indonesia kedepan.

Erick Thohir mengaku sudah memiliki rencana bagi PSSI ke depan.
#ButuhNyaliBukanNyala https://t.co/DYWHAzjs9L",visi satu pesepakbolaan indonesia maju calon ketua erick thohir bicara visi persepakbolaan indonesia depan erick thohir aku milik rencana butuhnyalibukannyala,positif
202,"@PSSI wes gak bakalan krungu, ""budi, masih budi, ular piton~""",wes krungu budi budi ular piton,netral
203,@PSSI Arhan siap2 ketar ketir,arhan ketar tir,netral
204,"@panditfootball Suporter bagian klub, klub bagian PSSI jadi ini kesatuan yg utuh. Jika suporter gagal dlm hal fanatisme itu berarti ada yg salah dgn induk PSSI nya. Fanatisme bisa diarahkan asal regulasi nya jelas &amp; ketika suporter langgar itu yah klub &amp; suporter nya kena sanksi.",suporter klub klub satu utuh suporter gagal dlm fanatisme salah dgn induk fanatisme arah regulasi amp suporter langgar yah klub amp suporter kena sanksi,negatif
205,"Sekjen PSSI, Yunus Nusi menganggap bahwa Calon Ketua PSSI, Erick Thohir mendapatkan dukungan dari mayoritas voters PSSI pada Kongres Luar Biasa (KLB) PSSI.
Yunus Nusi mengakui bahwa Erick Thohir mempunyai pengalaman segudang di dunia sepak bola. 
#ButuhNyaliBukanNyala https://t.co/hOfCL4y4CT",sekjen yunus nus anggap calon ketua erick thohir dukung mayoritas voters kongres klb yunus nus aku erick thohir alam gudang dunia sepak bola butuhnyalibukannyala,netral
206,"@panditfootball IDEALNYA EXCO PSSI DAN SMUANYA KLUAR SEKARANG JUGA, KARENA PSSI GA PUNYA PRESTASI SAMA SEKALI",ideal exco smuanya kluar prestasi,positif
207,"Gue bilang apa bebenah,pbsi lama"" udah kaya PSSI🤪 https://t.co/tzOQz8EZ6B",gue bilang bebenah pbsi udah kaya,netral
208,@panditfootball Orang ini harus angkat kaki dari PSSI. Gimanapun caranya.,orang angkat kaki gimanapun,netral
209,Liga Spanyol ( BolaUtama ) #SepakBolaIndonesia #ISL #PSSI,liga spanyol bolautama sepakbolaindonesia isl,netral
210,@panditfootball pendidikan kurang justru diedukasi. menanggap bagian dari PSSI? berarti exco selama ini gagal total.,didik edukasi tanggap exco gagal total,positif
211,"@Bimasofyan4 @erickthohir @chaterine_8 @no_onetoyou @Ruhi_Ruhi17 @how378_ @terbucinz @seruanhl @MARV3LLL @denni_sauya @Andracadabra1 @danidina21 Stuju, yakin PSSI makin moncer klo Pak Erick yg rombak semua dan sikat org2 kotor yg merugikan sepakbola Indonesia ditubuh PSSI selama ini",onetoyou ruh sauya stuju moncer klo erick rombak sikat org kotor rugi sepakbola indonesia tubuh,negatif
212,"@AremafcOfficial Emang susah ya kalo pemilik Arema punya jabatan di PSSI,minta usut tuntas tpi timnya nggak sadar diri SMa suporterny",emang susah kalo milik arema jabat usut tuntas tpi tim nggak sadar sma suporterny,netral
213,"Perantau Apresiasi Diadakannya Open Turnamen Pespa Cup 2023 di Nagari Nan Limo
@PSSI @KEMENPORA_RI @Kemdikbud_RI @Kemenparekraf @kemendespdtt

#bola2023 #BBTitans2023 #Juventus #ManchesterCity #ManchesterUnited

https://t.co/tbWzNROA89",rantau apresiasi ada open turnamen pespa cup nagari nan limo ri ri bola bbtitans juventus manchestercity manchesterunited,positif
214,"@ainurohman Semoga PBSI tidak sedang meniru dosa PSSI. Mau irit, tp targetnya tinggi.",moga pbsi tiru dosa irit tp target,negatif
215,@panditfootball kok bisa jadi ketua asprov pssi jatim ya bapak ini???,ketua asprov jatim,netral
216,"@panditfootball Terlalu banyak teori dan opini ga ada eksekusi
Dah lah @PSSI itu butuh orang yg mau &amp; bisa kerja, bukan cuma wacana
Better ganti semua pengurus PSSI, kalian itu sudah tua, lebih baik istirahat dan nikmati masa senja, perbanyak pahala bukan perbanyak dosa",teori opini eksekusi dah butuh orang amp kerja wacana better ganti urus tua istirahat nikmat senja banyak pahala banyak dosa,positif
217,@panditfootball Haduhhh selama masih diisi orang kayak gini PSSI gak bakal maju 🥲,haduhhh isi orang kayak gin maju,positif
218,@SiaranBolaLive Pssi yg berpendidikan emg becus kerjanya?,didik emg becus kerja,positif
219,@SiaranBolaLive Pssi kurang prestasi 😪,prestasi,positif
220,"@Bolanet Kalo sampe dia kepilih si bener"" asiuuu voters nya yg ga mau ada perubahan di @PSSI",kalo sampe pilih si bener asiuuu voters ubah,netral
221,"Ini masih sodara istrinya si admin sepertinya @zhikrii @bagpuupemdes , kita patut bangga..NKRI..harga mati !!! 🇮🇩🇮🇩 https://t.co/savHq0pEYF",sodara istri si admin patut bangga nkri harga mati,positif
222,"@16putiandamdewi @erickthohir Keren.
PSSI hebat ditangan Pak Erick Thohir nantinya",keren hebat tang erick thohir,positif
223,@anandadwi791 @donkim30 @MafiaWasit Di PSSI kekuatan Waketum dan Exco jauh lebih powerfull dari ketum,kuat waketum exco powerfull tum,positif
224,"Simak nih kalau Menteri BUMN Erick Thohir Jamin Kantongi Restu Presiden Jokowi untuk Maju Caketum PSSI!

#ButuhNyaliBukanNyala
https://t.co/M7KSlJgg58",simak nih menteri bumn erick thohir jamin kantong restu presiden jokowi maju caketum butuhnyalibukannyala,positif
225,@PSSI Naturalisasi pemain timnas cuma mengambil mimpi pemain pemain muda Indonesia yg sebenarnya sangat bisa bersaing dng mereka tapi tidak bisa terlihat krna pengelolaan akademi pemain muda yg nyaris tidak ada ato pengelolaan nya yg sangat buruk..,naturalisasi main timnas ambil mimpi main main muda indonesia saing dng krna kelola akademi main muda ato kelola buruk,negatif
226,"𝐔𝐩𝐝𝐚𝐭𝐞 𝐤𝐥𝐚𝐬𝐞𝐦𝐞𝐧 𝐏𝐞𝐤𝐚𝐧 𝐤𝐞-𝟏𝟗 𝐋𝐢𝐠𝐚 𝟏 𝟐𝟎𝟐𝟐-𝟐𝟎𝟐𝟑

Papan atas memanas 🎇

Zona degradasi (harusnya) juga ketat 😎

#Liga1 #Klasemen #Bolanusantara #Liga12022 #PSSI https://t.co/mzPGpcGBpS",papan panas zona degradasi ketat liga klasemen bolanusantara liga,negatif
227,"@panditfootball Bukannya selama ini @PSSI justru memelihara fanatisme buta, memelihara perselisihan antar suporter dengan berbagai cara kontroversial yg @PSSI buat sendiri.",pelihara fanatisme buta pelihara selisih suporter kontroversial,negatif
228,"@CNNIndonesia Ga nyambung bangsat
Sono PSSI kurang bekerja",nyambung bangsat sono,negatif
229,Erick Thohir Mendaftar Jadi Ketua Umum PSSI https://t.co/VpDoAYiN56,erick thohir daftar ketua,netral
230,Jalan terbaik buat sepakbola negara ini adalah bubarin federasinya ya itu @PSSI https://t.co/91BopMs1Fk,jalan baik sepakbola negara bubarin federasi,positif
231,@SiaranBolaLive Beasiswa pssi dong lk ngno,beasiswa lk ngno,positif
232,"@CNNIndonesia Polisi pakai gas air mata: *exist*

PSSI: ""INI SALAH SUPPORTER!""",polisi pakai gas air mata exist salah supporter,negatif
233,"Dinilai Sukses Tingkatkan Prestasi Olahraga, Menpora Amali Diminta Mundur dari Calon Waketum PSSI https://t.co/Bx23SuiQo2",nilai sukses tingkat prestasi olahraga menpora amal mundur calon waketum,positif
234,"@ichtiaradimas @mazzini_gsp Karena kalo masyarakat bisa milih, modal besar nih untuk jadi ketum pssi, sama kayk jadi presiden. Tapi masyarakat bisa berkontribusi melalui jalur suporter seperti yang kamu bilang itu.",gsp kalo masyarakat milih modal nih tum kayk presiden masyarakat kontribusi jalur suporter bilang,netral
235,@DzikryDedeng @BlueHooligan___ Bari ngomong kami digembosi pssi wkwk lawak,bari ngomong gembos wkwk lawak,negatif
236,@R79705253R @panditfootball @PSSI Itu yang harus diberantas Mas..,berantas mas,netral
237,"Dinilai Sukses Tingkatkan Prestasi Olahraga, Menpora Amali Diminta Mundur dari Calon Waketum PSSI https://t.co/SyHf1aLUbS",nilai sukses tingkat prestasi olahraga menpora amal mundur calon waketum,positif
238,@Doni_TemonKW @panditfootball @PSSI Ga untung mas nanti broadcast sama PSSI nya😂,temonkw untung mas broadcast,netral
239,@donkim30 @MafiaWasit Semuanya dihandle oleh ketun pssi yg konon katanya gk mau nyalonin lagi,dihandle ketun konon gk nyalonin,netral
240,"@panditfootball Udah ada uu keolahragaan yg mengatur suporter harus bagaimana, tinggal Pssi dan suporter bisa gak menjalankannya.",udah uu olahraga atur suporter tinggal suporter jalan,netral
241,"Erick Thohir memastikan adanya ketegasan dalam kepemimpinan PSSI jika nantinya terpilih.peraturan baru untuk menjaga kebersihan PSSI akan di tegakkan

#ButuhNyaliBukanNyala

#BangkitBersama https://t.co/YBQEmPfadj",erick thohir tegas pimpin pilih atur jaga bersih tegak butuhnyalibukannyala bangkitbersama,positif
242,@donkim30 @MafiaWasit Makanya dari dulu pak Umuh jengkelnya minta ampun ke PSSI krn kalo kasih sanksi sering ngawur.,umuh jengkel ampun krn kalo kasih sanksi ngawur,negatif
243,"@SiaranBolaLive Kalo PSSI isinya masih jg org² kaya' gini, berarti ya bener..! 

Udah tahu PSSI isinya org2 Corrupt..
Eh, masih jg mau2nya bayar tiket buat nonton bola. 

Sama jg ngasih mrk makan..

MAKSUDKU, BOIKOT TOLOL..!!",kalo isi jg org kaya gin bener udah isi org corrupt eh jg mau bayar tiket nonton bola jg ngasih mrk makan maksud boikot tolol,negatif
244,"Erick Thohir menegaskan bahwa tidak adanya keberpihakan jika terpilih sebagai ketua umum PSSI
#ButuhNyaliBukanNyala
#BangkitBersamaET https://t.co/NAW2VUhDuq",erick thohir pihak pilih ketua butuhnyalibukannyala bangkitbersamaet,netral
245,@SiaranBolaLive Mau heran tapi ini PSSI https://t.co/4WkIKkMk5Y,heran,negatif
246,@panditfootball Gobloknya ga ilang2 ni anggota lu @PSSI,goblok ilang ni anggota lu,negatif
247,"@panditfootball Enak aja mundur, di pssi uangnya banyak kok mundur",enak mundur uang mundur,negatif
248,"Persib Bandung Dapat Sanksi dari Komdis PSSI, Ternyata Ini Penyebabnya - https://t.co/u74eF0YdyO
#PERSIBBandung #SanksiPersib https://t.co/pp12Bky40w",persib bandung sanksi komdis sebab persibbandung sanksipersib,negatif
249,"Setuju, Fans dan PSSI nya juga sama. https://t.co/oc5OUg5Awh",tuju fans,netral
250,"@DikySoemarno Menpora palingan sampe 2024 , kalo jadi di PSSI periode 2023-2027 ,, lumayan lah ..",menpora paling sampe kalo periode lumayan,netral
251,"@WidyaWurianto @SiaranBolaLive Lah kok PSSI, emang suporter ga punya emak sma bapak,,",emang suporter emak sma,negatif
